start, end, duration, assigned time
0;154;20;58
42;165;8;94
72;284;14;115
115;350;21;138
134;220;13;166
144;256;19;197
203;283;16;230
234;270;3;254

0;48;21;16
0;171;6;45
36;293;12;52
0;210;8;84
36;240;7;98
54;183;28;113
96;337;11;160
161;332;15;176
146;461;20;202
169;405;3;236

1;63;3;4
0;245;26;24
0;241;2;61
15;125;4;77
41;231;26;101
117;342;9;135
113;345;13;151
133;290;27;182
199;309;25;222
259;378;17;259

0;95;20;15
5;156;20;46
58;99;18;80
27;330;3;99
76;166;21;105
69;153;5;145
87;250;5;162
165;262;5;175
193;350;2;199
207;477;23;221

4;173;26;17
0;107;10;49
0;323;28;62
16;287;17;94
47;153;3;117
105;173;19;122
80;385;13;157
154;350;24;174
198;418;14;212
226;297;20;234

0;124;8;16
0;297;28;44
0;281;2;85
79;202;10;92
30;186;3;105
21;291;14;116
59;347;29;140
153;306;29;179
179;385;2;216
156;474;24;238

0;243;18;10
0;181;19;44
32;194;4;83
8;203;20;94
120;235;3;122
98;254;20;126
118;292;15;152
89;231;29;184
168;337;17;219
211;318;15;240

0;218;14;13
0;63;12;29
40;201;12;55
3;239;18;71
47;122;19;92
51;171;21;112
83;178;3;146
124;291;24;162
197;431;24;200
134;460;5;227

0;84;10;9
0;216;3;29
0;143;19;42
0;318;8;73
51;141;22;98
80;387;26;138
148;224;18;178
204;397;28;212
204;496;26;250
290;443;28;295

0;74;10;16
0;91;13;28
20;109;11;51
27;210;14;72
45;118;20;94
115;208;29;132
134;343;23;165
125;344;7;205
175;239;16;221
249;277;16;254

0;66;10;17
0;107;19;44
0;126;8;66
18;103;7;87
56;264;20;95
128;345;10;135
117;396;6;159
164;249;18;174
114;276;24;194
185;266;6;232

0;60;20;4
0;204;25;25
0;232;7;62
22;169;15;75
18;214;26;99
49;364;22;137
70;375;11;169
154;385;4;199
184;417;7;220
164;324;16;236

0;262;23;11
0;229;23;36
49;117;19;67
72;129;16;105
87;186;20;134
80;296;26;168
118;349;4;199
194;369;10;210
163;412;21;225
231;396;4;255

0;253;24;15
0;84;2;48
9;207;6;63
4;293;29;84
115;175;26;128
145;362;6;157
95;395;29;170
138;279;5;219
200;455;29;241
198;460;3;277

0;170;22;7
0;50;13;36
48;81;18;55
0;292;15;86
69;227;19;109
142;246;14;142
108;187;15;171
107;413;9;202
164;418;15;224
186;404;16;251

0;167;17;13
5;148;9;45
23;167;14;67
31;171;20;99
80;193;29;124
158;231;2;165
114;334;16;187
158;323;17;222
185;358;17;247
270;477;9;280

0;140;11;16
0;120;9;31
0;119;12;48
0;79;8;66
0;315;9;91
79;128;3;113
92;236;27;125
60;376;9;156
141;424;20;177
120;353;8;217

0;270;27;9
13;196;28;44
75;308;23;92
56;244;17;127
97;366;17;149
129;415;8;175
146;216;12;198
209;278;2;213
166;381;21;228
218;409;8;255

0;208;15;15
38;185;11;50
3;265;12;67
46;162;15;90
68;158;23;123
92;337;23;158
122;425;17;182
117;279;4;210
145;365;28;216
178;280;29;249

0;58;12;8
8;242;3;35
0;267;20;41
27;146;3;66
2;285;20;82
100;260;28;116
133;331;13;153
87;320;19;170
108;224;13;203
196;323;5;220

0;129;17;4
23;175;22;31
0;237;17;54
45;171;18;78
63;297;4;103
36;178;10;111
62;345;13;125
41;280;17;139
163;363;24;173
130;459;20;208

0;211;14;9
2;246;23;30
50;274;8;62
60;254;5;78
50;157;26;97
65;297;6;129
91;336;4;142
120;232;5;156
76;275;11;163
153;318;26;183

0;96;10;3
0;215;10;22
0;297;25;43
46;201;7;78
29;300;26;89
68;199;24;124
101;288;20;164
157;426;26;191
187;241;4;223
232;275;5;247

0;51;24;9
0;142;22;49
2;204;28;83
96;146;4;129
74;359;14;150
115;296;21;167
192;312;7;197
117;429;23;205
217;422;7;248
245;448;22;259

0;233;12;16
0;228;18;45
48;125;25;64
4;135;28;98
71;285;6;146
120;247;14;157
131;358;28;173
180;418;24;210
243;259;9;248
260;322;12;267

8;113;19;17
0;122;27;40
62;167;20;75
7;182;20;98
52;275;29;132
79;412;2;173
108;336;20;195
214;341;24;222
253;510;21;256
265;472;4;293

9;153;3;14
0;133;13;26
0;244;28;56
15;210;5;89
99;230;2;108
78;223;24;120
142;233;8;151
88;289;21;177
141;315;15;205
144;305;17;240

3;240;28;8
38;178;9;56
54;120;29;73
15;333;29;104
46;354;2;144
115;391;7;166
142;386;29;189
172;417;8;234
225;337;28;250
225;313;16;294

0;248;17;9
0;195;3;34
22;215;19;47
0;124;7;84
89;260;17;109
71;368;29;129
137;414;29;174
133;303;22;222
175;439;22;251
268;507;29;281

0;213;18;19
15;95;6;48
49;271;3;60
53;224;22;65
63;351;24;98
96;383;29;139
129;301;14;188
212;334;16;215
237;409;20;239
177;419;27;267

0;223;13;14
16;110;17;35
0;297;23;59
48;151;10;96
26;210;24;114
142;261;16;142
97;237;10;173
177;277;15;190
194;394;4;214
148;366;26;230

0;196;5;13
0;142;19;21
0;112;19;45
25;210;12;84
10;362;24;104
101;338;26;136
155;345;28;178
186;331;9;212
204;437;28;234
237;507;29;268

0;52;19;11
0;285;24;42
0;246;9;72
101;118;10;101
73;290;2;127
60;284;19;131
145;276;21;164
122;255;22;188
149;436;7;218
187;407;11;238

0;30;7;16
0;70;22;28
0;230;9;59
60;241;20;72
71;286;12;96
50;354;3;120
97;342;3;135
98;231;2;140
75;365;12;149
111;325;24;181

0;63;26;11
38;286;7;56
67;100;13;79
62;317;3;107
92;267;7;114
76;141;11;126
114;402;12;154
169;352;21;177
194;299;20;213
188;307;21;252

0;26;14;9
0;177;18;39
0;130;14;74
28;168;22;89
111;251;13;113
39;286;7;129
80;296;8;147
134;294;27;167
188;362;4;198
145;268;20;207

0;153;11;1
0;144;2;20
14;200;15;26
2;246;13;56
42;147;6;83
50;236;2;104
69;278;26;111
93;299;18;143
124;347;28;170
136;433;23;206

0;228;15;3
0;196;7;31
0;192;4;40
18;220;14;53
28;262;2;85
103;262;26;107
50;221;2;136
98;322;27;155
160;440;2;198
134;425;6;219

0;108;20;20
25;304;9;59
0;300;4;72
0;317;25;77
96;230;2;107
65;283;29;118
148;409;28;159
147;400;2;197
163;407;22;213
222;263;9;253

0;265;17;8
19;160;7;37
52;213;9;54
0;201;18;71
14;190;6;92
103;273;10;108
74;355;24;126
89;356;15;166
180;217;23;192
188;438;14;219

0;163;24;6
0;104;5;37
0;249;22;44
0;123;18;72
37;163;3;91
52;116;8;106
85;143;8;133
71;362;12;153
144;343;18;176
193;264;3;197

0;62;27;5
0;250;19;35
61;157;5;71
36;344;15;93
110;261;26;126
109;294;18;163
123;201;3;188
139;217;6;193
118;252;28;200
214;442;4;245

0;48;22;15
0;144;27;48
4;321;6;90
32;300;3;97
29;353;18;111
74;178;10;138
57;304;26;155
89;224;25;183
177;266;28;228
231;273;3;266

0;87;26;14
0;161;11;44
0;177;14;59
0;146;2;75
12;316;12;80
94;158;9;95
21;166;21;110
144;187;28;148
173;303;22;191
172;488;20;233

0;282;23;19
31;131;5;53
0;169;14;69
60;304;12;99
27;310;5;120
87;213;4;144
82;271;16;156
100;372;6;180
125;439;27;194
217;452;24;233

0;239;9;11
21;236;28;30
0;263;7;62
16;277;15;76
15;210;9;106
93;181;21;128
151;294;6;167
177;267;12;179
179;349;11;204
155;278;24;223

0;60;5;18
0;222;19;40
31;267;10;76
19;230;25;87
62;359;12;117
124;286;15;148
100;258;6;174
85;373;9;183
181;232;22;207
203;442;3;240

0;27;8;3
0;270;14;25
0;78;5;41
66;183;15;66
76;163;8;97
29;148;23;118
72;186;19;149
106;200;6;184
176;254;10;194
200;460;21;221

0;117;26;16
41;86;13;54
10;268;21;75
86;344;27;103
55;192;5;145
96;229;25;159
119;411;3;198
170;319;28;202
179;303;20;245
256;431;5;266

0;223;20;8
22;249;21;41
0;118;14;73
54;333;4;105
13;286;18;112
115;198;13;134
96;340;9;153
155;376;6;182
173;253;15;191
173;364;6;217

0;161;12;20
27;276;29;48
14;278;19;90
57;302;24;125
66;317;16;155
142;253;22;180
135;278;6;212
179;434;21;220
170;444;19;255
245;394;13;281

0;102;29;13
38;315;22;55
0;316;16;84
47;322;11;105
98;344;10;124
47;378;3;142
141;210;23;147
94;338;4;186
150;453;17;207
176;453;20;239

0;106;22;10
0;76;9;36
14;293;21;49
69;184;13;74
63;147;17;91
96;308;16;122
105;377;24;142
91;210;13;167
178;281;24;181
173;303;28;218

0;103;24;2
0;298;18;41
0;244;18;66
24;258;26;90
62;165;9;120
130;262;6;136
125;398;20;144
181;414;23;181
203;235;3;215
131;320;16;228

